,Name,Price,Market-Cap
2533,BitCash,$0.001145,"$25,428"
2534,Showcase,$0.000999,"$25,273"
2535,Collective,$0.09533,"$24,969"
2536,BackPacker Coin,$0.003725,"$24,931"
2537,FuzzBalls,$0.005157,"$24,910"
2538,BLOC.MONEY,$0.001146,"$24,881"
2539,Depth Token,$0.0000467,"$24,644"
2540,Baguette Token,$0.002117,"$24,583"
2541,Innovative Bioresearch Coin,$0.00000001998,"$24,571"
2542,Bintex Futures,$0.2417,0.00%
2543,Neuromorphic.io,$0.003466,"$24,262"
2544,CyberMusic,$0.000001499,"$23,238"
2545,Arbidex,$0.0009781,"$23,046"
2546,StarterCoin,$0.00006687,"$22,871"
2547,XOVBank,$0.0001606,"$22,765"
2548,BitRewards,$0.00006637,"$22,748"
2549,Global Crypto Alliance,$0.0002865,"$22,612"
2550,ImageCoin,$0.00178,"$22,455"
2551,Coin2.1,$0.0002865,"$22,420"
2552,Centurion,$0.0002865,"$22,253"
2553,EvenCoin,$0.0007107,"$22,207"
2554,Citadel,$0.002006,"$22,001"
2555,Netrum,$0.01023,"$21,895"
2556,Bitzeny,$0.0002865,"$21,666"
2557,Kebab Token,$0.01998,"$21,596"
2558,UBU Finance,$0.002645,"$21,577"
2559,IGToken,$0.000005026,"$21,555"
2560,ALL BEST ICO,$0.00004495,"$21,536"
2561,BoatPilot Token,$0.0002906,"$21,462"
2562,Zealium,$0.001203,"$21,453"
2563,FidexToken,$0.0000006932,"$21,453"
2564,Grimm,$0.0003535,"$21,386"
2565,Helix,$0.0005731,"$21,100"
2566,Twinci,$0.1033,"$20,667"
2567,DATx,$0.00001498,"$20,846"
2568,BERNcash,$0.0002865,"$20,411"
2569,ELTCOIN,$0.0002253,"$20,276"
2570,Beetlecoin,$0.00006932,"$20,101"
2571,ZeusNetwork,$0.0000002865,"$20,057"
2572,FirstCoin,$0.0006245,"$19,488"
2573,EDRCoin,$0.00659,"$19,317"
2574,WeBlock,$0.004246,"$19,129"
2575,ICE ROCK MINING,$0.001213,"$19,075"
2576,Zuflo Coin,$0.0002865,"$18,608"
2577,ARAW,$0.00000919,"$18,321"
2578,FUZE Token,$23.90,"$18,005"
2579,GenesisX,$0.001433,"$17,898"
2580,MustangCoin,$0.02837,"$17,880"
2581,BSClaunch,$0.009107,"$17,787"
2582,Meta Brawl,$0.0005574,7.69%
2583,Rewardiqa,$0.001733,"$17,330"
2584,Feellike,$0.00968,"$17,283"
2585,DEJAVE,$6.55,"$17,252"
2586,JavaScript Token,$0.002149,"$17,174"
2587,Crypto Piece,$0.0002607,"$17,049"
2588,BiShares,$0.03868,"$16,681"
2589,Bitcoin Classic,$0.02779,"$16,680"
2590,Commercium,$0.0003725,"$16,500"
2591,MDtoken,$0.004011,"$16,475"
2592,Cryptobuyer,$0.0002797,"$16,023"
2593,Donu,$0.003152,"$15,982"
2594,Ccore,$0.009393,"$15,968"
2595,Dreamcoin,$0.005874,"$15,955"
2596,DraftCoin,$0.001817,"$15,839"
2597,SparksPay,$0.001433,"$15,792"
2598,Alphr finance,$0.009091,"$15,718"
2599,Plus-Coin,$0.00003327,"$15,636"
2600,Shivers,$0.0002865,"$15,602"
2601,TajCoin,$0.000573,"$15,524"
2602,UNICORN Token,$0.0001433,"$15,320"
2603,SafeInsure,$0.000659,"$14,994"
2604,PAYCENT,$0.0001741,"$14,855"
2605,Digiwage,$0.0003152,"$14,833"
2606,Fox Trading,$0.001733,"$14,708"
2607,ETHplode,$0.0003252,"$14,577"
2608,Neutron,$0.0003725,"$14,572"
2609,AmsterdamCoin,$0.0002865,"$14,384"
2610,SCRIV NETWORK,$0.000573,"$14,179"
2611,InvestDigital,$0.0001132,"$14,080"
2612,Phantomx,$0.0002866,"$13,899"
2613,Uptrennd,$0.00003439,"$13,807"
2614,YoloCash,$0.0004678,"$13,801"
2615,AceD (old),$0.00005493,"$13,732"
2616,BLAST,$0.0002865,"$13,692"
2617,Tourist Token,$0.000002426,"$13,181"
2618,Herbalist Token,$0.000001386,"$13,170"
2619,Tutti Frutti,$0.0001688,"$13,150"
2620,Havy,$0.000001601,"$13,128"
2621,Elementeum,$0.002511,"$13,114"
2622,BitBlocks Finance,$0.002121,"$13,067"
2623,Hyper Finance,$0.0004027,10.92%
2624,Rate3,$0.00001433,"$12,741"
2625,BowsCoin,$0.002292,"$12,722"
2626,Sparkle Loyalty,$0.0009531,"$12,406"
2627,ParkByte,$0.002579,"$12,285"
2628,Gaj Finance,$0.006286,"$12,204"
2629,MktCoin,$0.000009991,0.04%
2630,Bitcoin Adult,$0.0002292,"$11,823"
2631,NFT Alley,$0.0225,"$11,641"
2632,ModiHost,$0.00931,"$11,607"
2633,Defis,$0.00008595,"$11,566"
2634,EveriToken,$0.0005049,"$11,418"
2635,Quantis Network,$0.0002865,"$11,397"
2636,Fyooz,$0.00176,"$11,390"
2637,Datacoin,$0.0002866,"$11,381"
2638,Boolberry,$0.0008598,"$11,356"
2639,Bitcloud,$0.0002865,"$11,206"
2640,Bitcoin Incognito,$0.0008595,"$11,201"
2641,Halving Token,$0.004605,"$11,170"
2642,Martkist,$0.0006563,"$11,125"
2643,Knekted,$0.00002002,"$10,992"
2644,Akroma,$0.000573,"$10,989"
2645,The Currency Analytics,$0.00006931,"$10,819"
2646,Thore Cash,$0.0001952,"$10,749"
2647,Nyerium,$0.0002865,"$10,748"
2648,Zayedcoin,$0.001719,"$10,734"
2649,BTC Lite,$0.000573,"$10,716"
2650,X-Coin,$0.0008595,"$10,645"
2651,Kind Ads Token,$0.0002478,"$10,469"
2652,Dollarcoin,$0.001146,"$10,437"
2653,LCMS,$0.0006993,"$10,435"
2654,CrevaCoin,$0.0002865,"$10,427"
2655,Klimatas,$0.01433,"$10,356"
2656,IQ.cash,$0.0008595,"$10,283"
2657,HyperAlloy,$0.002882,"$9,951"
2658,Thingschain,$0.0000008664,"$9,916"
2659,Mesefa,$0.02298,"$9,895"
2660,SpeedCash,$0.01719,"$9,880"
2661,Californium,$0.004011,"$9,815"
2662,Bitcoin 21,$0.01232,"$9,771"
2663,Bonpay,$0.0008598,"$9,707"
2664,Kwikswap Protocol,$0.001005,"$9,546"
2665,HashNet BitEco,$0.0003187,"$9,446"
2666,SongCoin,$0.0002865,"$9,330"
2667,Dynamite,$0.0242,"$9,332"
2668,Gossip Coin,$0.0002865,"$9,306"
2669,Bionic,$0.00001716,"$8,902"
2670,WXCOINS,$0.0002865,"$8,882"
2671,Italo,$0.0004871,"$8,714"
2672,Litecred,$0.0002865,"$8,661"
2673,Yearn Finance Bit,$7.89,"$8,623"
2674,Multiplier,$0.008495,"$8,600"
2675,MedicCoin,$0.00002865,"$8,548"
2676,Veles,$0.006592,"$8,503"
2677,Cream,$0.0001877,"$8,467"
2678,iBTC,$0.0001693,"$8,464"
2679,Veltor,$0.01519,"$8,426"
2680,Acoin,$0.006876,"$8,390"
2681,GoHelpFund,$0.0006724,"$8,167"
2682,HeartBout,$0.0001519,"$8,127"
2683,TravelNote,$0.003764,"$8,106"
2684,Ultragate,$0.000573,"$7,968"
2685,Bitcoin Token,$0.0005732,"$7,905"
2686,Streamit Coin,$0.0005732,"$7,755"
2687,BitCoal,$0.001719,"$7,736"
2688,Independent Money System,$0.001433,"$7,691"
2689,ZINC,$0.001372,"$7,663"
2690,Gold Poker,$0.001433,"$7,537"
2691,Semux,$0.000573,"$7,285"
2692,Pyrk,$0.0004611,"$7,277"
2693,Eurocoin,$0.000573,"$7,115"
2694,FUTURAX,$0.000002079,"$7,083"
2695,Spectrum,$0.000005892,"$7,070"
2696,MarteXcoin,$0.001146,"$7,056"
2697,Alpha Coin,$0.0002014,"$7,049"
2698,DNotes,$0.00005199,"$7,021"
2699,Kemacoin,$0.0002865,"$6,980"
2700,Arepacoin,$0.0004011,"$6,894"
2701,UChain,$0.00002149,"$6,562"
2702,CRDT,$0.0007452,"$6,542"
2703,SkyHub Coin,$0.01003,"$6,452"
2704,SpreadCoin,$0.0005731,"$6,395"
2705,SBank,$0.0004364,"$6,393"
2706,Prime-XI,$0.0002865,"$6,284"
2707,Zenswap Network Token,$0.0000005199,"$6,239"
2708,HeroFi (ROFI),$0.07566,"$6,232"
2709,Cabbage,$0.0005731,"$6,017"
2710,Micromines,$0.0000003293,"$5,927"
2711,Quebecoin,$0.0008596,"$5,762"
2712,CCUniverse,$0.000005731,"$5,734"
2713,S.Finance,$0.06673,"$5,665"
2714,Vortex Defi,$0.002255,"$5,637"
2715,Kalkulus,$0.0002865,"$5,605"
2716,Mobile Crypto Pay Coin,$0.0005731,"$5,528"
2717,STRAKS,$0.0002292,"$5,469"
2718,HyperQuant,$0.00005355,"$5,355"
2719,Rigel Finance,$1.26,"$5,285"
2720,VectorAI,$0.0002865,"$5,272"
2721,CaluraCoin,$0.0002865,"$5,255"
2722,Paypex,$0.00003466,"$5,199"
2723,ROIyal Coin,$0.002293,"$5,102"
2724,PAXEX,$0.0002865,"$5,035"
2725,PLNcoin,$0.0002865,"$4,897"
2726,Scanetchain,$0.000005731,"$4,811"
2727,Bitvolt,$0.0002866,"$4,753"
2728,SafeCapital,$0.002521,"$4,672"
2729,Ragnarok,$0.0002865,"$4,653"
2730,Carebit,$0.00002865,"$4,523"
2731,IFX24,$0.001433,"$4,298"
2732,XDNA,$0.0004871,"$4,297"
2733,Guider,$0.00001716,"$4,275"
2734,Apollon,$0.00002865,"$4,257"
2735,High Voltage,$0.002842,"$4,246"
2736,Comet,$0.004584,"$4,001"
2737,Cubiex Power,$0.02337,"$3,940"
2738,iBank,$0.0008596,"$3,891"
2739,LitecoinToken,$0.00000004003,"$3,755"
2740,Merebel,$0.0005731,"$3,550"
2741,Bitcoin CZ,$0.0008596,"$3,496"
2742,Waletoken,$0.0000001733,"$3,452"
2743,Nekonium,$0.0002865,"$3,439"
2744,Decentralized Asset Trading Platform,$0.0000002868,"$3,390"
2745,DistX,$0.0001028,"$3,305"
2746,ZelaaPayAE,$0.00001928,"$3,278"
2747,Impleum,$0.0002865,"$3,264"
2748,Blizzard Network,$0.005954,"$3,215"
2749,ITO Utility Token,$0.00003466,"$3,196"
2750,ARbit,$0.0002865,"$3,103"
2751,ImageCash,$0.0005731,"$3,058"
2752,Iconic,$0.005157,"$3,058"
2753,Mchain,$0.00003466,"$3,032"
2754,Galactrum,$0.0005731,"$2,937"
2755,SocialCoin,$0.0002509,"$2,639"
2756,Coinonat,$0.0002865,"$2,471"
2757,Wild Beast Block,$0.01261,"$2,293"
2758,GravityCoin,$0.0002865,"$2,157"
2759,Cannation,$0.0008596,"$2,129"
2760,SharedStake,$0.01333,"$2,000"
2761,Dash Green,$0.0008596,"$1,978"
2762,ECOSC,$0.001998,"$1,721"
2763,KZ Cash,$0.001031,"$1,613"
2764,Joint Ventures,$0.00006932,"$1,542"
2765,LiteCoin Ultra,$0.001433,"$1,477"
2766,FinNexus,$0.00004183,"$1,442"
2767,Crystal Token,$0.002554,"$1,441"
2768,Save and Gain,$0.0004425,"$1,356"
2769,Exosis,$0.002579,"$1,331"
2770,Mate,$0.0004856,"$1,311"
2771,ETHPlus,$0.000999,"$1,307"
2772,PlatinumBAR,$0.0005731,"$1,238"
2773,Diligence,$0.00005731,"$1,203"
2774,SONO,$0.0005731,"$1,195"
2775,IBStoken,$0.001031,"$1,103"
2776,Dinero,$0.0001146,"$1,026"
2777,GeyserCoin,$0.0005731,$964
2778,Webcoin,$0.00001733,$961
2779,Abulaba,$0.00005199,$785
2780,PonziCoin,$0.0008596,$740
2781,CryptoVerificationCoin,$0.001146,$668
2782,Widercoin,$0.00001019,$645
2783,Bulleon,$0.0005732,$628
2784,CashHand,$0.0003569,$616
2785,Staker,$0.0002865,$486
2786,Storeum,$0.000001722,$481
2787,Electrum Dark,$0.0001214,$473
2788,Concoin,$0.0005731,$427
2789,Helpico,$0.01576,$372
2790,Argus,$0.0002865,$329
2791,Trexcoin,$0.0000002865,$288
2792,Nexalt,$0.000006654,0.00%
2793,DOWCOIN,$0.00001733,$205
2794,Newton Coin Project,$0.000001853,$194
2795,Nibble,$0.0001719,$46
2796,CryptoPlanes,$0.000001247,$19
2797,YFFII Finance,$0.0006191,$19
2798,Mainstream For The Underground,$0.00000001618,$17
2799,Innovative Bioresearch Classic,$0.000000002298,$8
2800,FLEX,$5.05,"$397,300,606"
2801,WETH,"$1,730.68",--
2802,KingDeFi,$0.000729,"$7,280,845"
2803,Biconomy Exchange Token,$0.000006231,"$2,789,729"
2804,Try.Finance,$0.06128,--
2805,Wrapped AVAX,$22.72,--
2806,Global AEX Token,$0.03011,--
2807,Wrapped Solana,$42.55,--
2808,Global China Cash,$0.1509,--
2809,Wrapped Fantom,$0.3525,--
2810,MM Finance,$0.09888,"$3,477,001"
2811,Green Satoshi Token (BSC),$13.75,--
2812,Step App,$0.1301,"$53,321,158"
2813,XT.com Token,$2.21,--
2814,Wrapped CRO,$0.1679,--
2815,StreamCoin,$0.2021,--
2816,Ellipsis,$0.001622,--
2817,USD Coin Bridged,$0.9997,--
2818,Savanna,$0.1074,--
2819,Shibnobi,$0.0...01493,"$36,534,655"
2820,Orbler,$20.10,"$4,087,558,376"
2821,Multichain,$4.73,"$88,108,605"
2822,Everdome,$0.02544,"$145,133,444"
2823,CROWD,$0.01133,"$5,893,568"
2824,Magic Internet Money,$0.9963,"$1,926,244,548"
2825,Asia Pacific Electronic Coin,$6.13,--
2826,Floki Inu,$0.000008478,"$76,886,061"
2827,Meerkat Shares,$940.71,--
2828,MinePlex,$0.7552,"$197,301,440"
2829,Gold Coin Reserve,"$1,598.50",--
2830,Decentralized USD(Defichain),$0.981,--
2831,Wrapped Matic,$0.581,--
2832,NYM,$0.3824,"$26,242,453"
2833,Bitgert,$0.0000007502,"$320,459,186"
2834,Compound USD Coin,$0.02261,--
2835,Bit.Store,$0.08507,--
2836,Compound Dai,$0.02202,"$554,970,266"
2837,Saitama,$0.000000004167,"$182,676,024"
2838,SpiceUSD,$1.02,--
2839,Polkacity,$0.07393,"$643,717"
2840,TiFi Token,$0.0...05551,$6
2841,Compound USDT,$0.02183,--
2842,Wrapped Centrifuge,$0.3342,"$36,257,083"
2843,Musk Melon,$0.3362,"$1,008,584,161"
2844,Baby Doge Coin,$0.000000001534,"$236,791,462"
2845,Wrapped Near,$5.26,--
2846,Mancium,$0.8733,"$8,732,850"
2847,RadioShack,$0.0278,"$9,022,306"
2848,Krypton DAO,$0.311,"$666,116"
2849,PointPay,$0.02315,"$10,470,818"
2850,Wrapped Elrond,$67.89,--
2851,PLC Ultima,"$37,949.73","$7,287,338,251"
2852,OKC Token,$24.52,"$394,058,922"
2853,Mad USD,$0.9964,--
2854,Inflation Adjusted USDS,$1.01,--
2855,ADAUP,$1.16,--
2856,Cult DAO,$0.00001134,"$45,874,729"
2857,ANIVERSE,$0.843,"$242,063,480"
2858,ETHUP,$6.58,--
2859,Bitget Token,$0.162,--
2860,ADADOWN,$0.01184,--
2861,Edgecoin,$1.00,"$209,737,838"
2862,DOTDOWN,$17.31,--
2863,Angle Protocol,$1.06,--
2864,CELEBPLUS,$0.08043,"$13,579,098"
2865,BTCUP,$14.06,--
2866,Opyn Squeeth,$208.55,--
2867,Beacon ETH,"$1,676.13",--
2868,Minifootball,$0.0...04098,--
2869,Wrapped Harmony,$0.04107,--
2870,Synapse,$1.27,"$228,514,246"
2871,LINKUP,$0.01215,--
2872,Bubblefong,$27.85,"$895,690,251"
2873,Quantum Assets,$0.006462,"$24,878,278"
2874,Volt Inu V2,$0.000000686,"$45,307,550"
2875,THORChain (ERC20),$2.39,--
2876,Melos Studio,$0.1687,"$10,974,635"
2877,LINKDOWN,$0.03244,--
2878,BTCDOWN,$0.02406,--
2879,Olympus v2,$17.57,"$29,213,131"
2880,Dotori,$1.60,--
2881,Australian Dollar Token,$0.7177,--
2882,Bikerush,$0.1918,--
2883,OVR,$1.00,"$26,940,980"
2884,DRC Mobility,$0.01024,--
2885,DOTUP,$0.3697,--
2886,REI Network,$0.04649,--
2887,CAW(A Hunters Dream),$0.00000004269,--
2888,Pikaster,$0.6497,--
2889,Bxmi Token,$0.6586,"$64,545,486"
2890,Zero,$0.04511,"$266,313,466"
2891,Plug Chain,$0.07274,--
2892,Stargate Finance,$0.5587,--
2893,Luffy,$0.0...06696,--
2894,Maya Preferred,"$10,189.21",--
2895,Aurigami,$0.002765,--
2896,Kishu Inu,$0.0...05835,"$56,489,827"
2897,SpacePi,$0.000000004188,"$8,376,730"
2898,Tomb,$0.1216,"$38,169,968"
2899,PoolTogether,$0.9318,"$1,837,645"
2900,RUSH COIN,$0.007501,--
2901,GreenCoin.AI,$0.009566,"$12,764,033"
2902,Gari Network,$0.6569,"$30,087,994"
2903,TopChain,$0.0006035,--
2904,MAI,$0.9926,--
2905,Celestial,$0.006582,--
2906,pSTAKE Finance,$0.2398,"$13,921,487"
2907,MeconCash,$0.05625,--
2908,NFT Worlds,$0.05168,"$26,520,136"
2909,Tenset,$2.69,"$240,896,283"
2910,Freedom God Dao,$7.67,"$38,359,817"
2911,WeWay,$0.0272,"$6,918,119"
2912,BTRIPS,$0.07051,"$73,649,552"
2913,Alchemix USD,$0.9982,"$238,286,019"
2914,Gamestarter,$0.1865,"$8,032,420"
2915,MSQUARE GLOBAL,$0.5535,"$-13,838,350"
2916,SORA Synthetic USD,$0.9799,"$979,864"
2917,Lovely Inu,$0.00000006853,--
2918,GM Wagmi,$0.000006612,--
2919,Millimeter,$0.1598,"$15,001,229"
2920,MAGIC,$0.395,"$11,261,479"
2921,Lido Staked SOL,$42.89,"$44,203,810"
2922,The Recharge,$1.32,"$157,835"
2923,EdenLoop,$0.2874,"$7,766,750"
2924,Hakuna Shares,"$4,311.01",--
2925,DeFi Kingdoms,$0.4816,"$30,222,655"
2926,Meta Ruffy,$0.00006304,"$4,686,448"
2927,3X Long Bitcoin Token,$515.69,--
2928,3X Short Bitcoin Token,$0.0001837,--
2929,Major Protocol,$0.06874,--
2930,Plato Farm (PLATO),$0.004167,"$458,328"
2931,Stader,$1.04,"$4,793,435"
2932,Bombcrypto,$0.07965,"$858,245"
2933,Nexus Dubai,$1.62,"$2,005,207,591"
2934,FaceDAO,$0.00000188,"$5,259,108"
2935,Jade Protocol,$20.72,"$22,585,005"
2936,Gelato,$0.4332,"$4,232,858"
2937,ShibaDoge,$0.0...00158,"$30,420,174"
2938,BNBDOWN,$0.05975,--
2939,Calo,$0.2073,"$8,522,707"
2940,Bitkub Coin,$2.84,"$251,854,997"
2941,ISLAMICOIN,$0.001597,"$8,393,276"
2942,Concordium,$0.02075,"$36,050,113"
2943,Carbon,$0.1435,"$229,526"
2944,Mad Meerkat ETF,$7.18,"$963,314"
2945,CORE MultiChain,$0.005584,"$44,675,974"
2946,Saber,$0.008697,"$8,634,111"
2947,FODL Finance,$0.05952,--
2948,Tiny Coin,$0.3803,"$5,772,644"
2949,Natural Farm Union Protocol,$0.3043,--
2950,Infinity Rocket Token,$0.02684,"$3,221,240"
2951,Daikicoin,$0.0278,"$5,853,697"
2952,MAD Bucks,$2.24,--
2953,Hakuna Matata Finance,$0.3605,--
2954,CyberDragon Gold,$0.01079,--
2955,Amaze World,$1.53,"$82,528,398"
2956,GenesysGo Shadow,$0.8455,--
2957,PolyDoge,$0.000000007098,--
2958,Metasens,$0.5934,"$306,807"
2959,sBTC,"$28,669.19",--
2960,SafeMoon V2,$0.0007312,"$411,749,903"
2961,Safuu,$21.13,"$40,025,922"
2962,GMX,$17.97,--
2963,FUTUREXCRYPTO,$1.27,--
2964,GogolCoin,$1.05,--
2965,UBU,$0.02907,--
2966,Pando,$0.02367,--
2967,TAKI,$0.02222,--
2968,CherrySwap,$0.03225,"$3,567,039"
2969,Catgirl,$0.0...06401,"$21,067,622"
2970,FloorDAO,$4.79,--
2971,Gera Coin,$1.06,"$2,807,062,349"
2972,Pastel,$0.001608,"$20,052,645"
2973,Tomb Shares,$445.88,"$17,446,059"
2974,Terra Classic USD (Wormhole),$0.03641,--
2975,KINE,$0.1838,--
2976,Pieme,$0.1598,"$159,754"
2977,Decentralized Eternal Virtual Traveller,$0.08352,"$751,667"
2978,XRPDOWN,$0.00107,--
2979,Optimus,$0.002647,"$767,769"
2980,Monster Galaxy,$0.02667,--
2981,KnightSwap,$0.3143,"$4,254,708"
2982,EMP Shares,"$2,032.94",--
2983,BlueSparrow Token,$0.0...01697,--
2984,Ertha,$0.01726,"$3,695,836"
2985,Aleph Zero,$0.914,"$68,580,969"
2986,Carbon Credit,$0.4354,"$8,076,781"
2987,HelpSeed,$0.00002465,"$107,806"
2988,TRXDOWN,$1.84,--
2989,Gold Secured Currency,$0.02201,--
2990,MICROCOSM,$369.08,"$6,643,411"
2991,XcelDefi,$0.01033,"$531,594"
2992,DEI,$0.6761,"$5,040,736,246"
2993,Socaverse,$0.000001871,--
2994,Sukhavati Network,$0.006317,--
2995,MixTrust,$0.001209,--
2996,BKEX Chain,$0.1143,"$5,662,743"
2997,Sunny Aggregator,$0.000608,"$1,603,504"
2998,X2Y2,$0.1731,"$30,757,045"
2999,Beldex,$0.08013,"$238,229,139"
3000,BITONE,$8.86,--
3001,Milo Inu,$0.00000002772,--
3002,Rubix,$128.67,--
3003,Seek Tiger,$0.4252,"$5,102,327"
3004,Lunr Token,$0.3366,"$16,940,179"
3005,Bikearn,$0.01364,--
3006,MContent,$0.000000007201,--
3007,AladdinDAO,$0.03488,"$2,466,931"
3008,BlockStream Mining Notes,"$306,744.33",--
3009,KLAYswap Protocol,$1.48,"$41,087,023"
3010,Recast1 Coin,$0.005226,--
3011,SANGKARA MISA,$0.0008918,"$89,179,085"
3012,Truebit,$0.1752,--
3013,MetaFinance,$107.10,"$44,083,526"
3014,New Paradigm Assets Solution,$6.39,"$2,620,829,544"
3015,Kiba Inu,$0.000008612,--
3016,DefiDollar,$0.9454,--
3017,Cryptogodz,$0.02993,--
3018,BNBUP,$54.23,--
3019,Empire Token,$0.009583,"$8,221,141"
3020,Covenant,$8.58,"$232,802,758"
3021,Undead Blocks,$1.07,"$16,063,101"
3022,Deesse,$0.005836,"$1,517,240"
3023,Gnome Mines,$0.7238,--
3024,MMPRO Token,$0.1748,--
3025,Teddy Doge,$0.0002106,"$379,151"
3026,Izumi Finance,$0.03649,"$6,061,400"
3027,Crypto Snack,$0.02754,--
3028,EscoinToken,$3.09,"$88,554,724"
3029,3X Long Ethereum Token,$30.36,--
3030,MM Optimizer,$2.74,"$2,980,632"
3031,Coinweb,$0.01588,"$13,783,582"
3032,Silent Notary,$0.000164,"$10,895,688"
3033,MARBLEX,$14.01,"$70,063,776"
3034,JUNO,$5.61,"$288,324,455"
3035,Element.Black,$0.03278,--
3036,Combo,$0.001149,--
3037,Best Fintech Investment Coin,$14.26,"$26,953,738"
3038,Avaxtars Token,$0.0006231,--
3039,NPICK BLOCK,$0.03313,--
3040,Ludena Protocol,$0.2806,--
3041,Bit2Me,$0.01528,"$34,139,180"
3042,Emp Money,$0.4515,--
3043,Chainflix,$0.002675,--
3044,JPEG'd,$0.001104,--
3045,Orca,$0.8223,"$15,877,427"
3046,Kilo Shiba Inu,$0.01056,--
3047,Xfinite Entertainment Token,$0.006684,"$6,416,981"
3048,Ekta,$0.7579,"$9,169,520"
3049,INTERSTELLAR DOMAIN ORDER,$0.003494,"$69,079,996"
3050,Wizards And Dragons,$0.0005294,--
3051,FireStarter,$0.107,--
3052,Crypto Gladiator Shards,$0.04927,"$105,082"
3053,Meshswap Protocol,$1.33,"$4,981,128"
3054,Wrapped LUNA Classic,$0.0001355,--
3055,Metavisa Protocol,$0.01372,"$4,666,148"
3056,Hillstone Finance,$1.68,"$4,018,063"
3057,Meta MVRS,$0.0000005168,"$258,382"
3058,Konnect,$0.07374,--
3059,Enegra (EGX),$147.22,"$12,512,186,006"
3060,XRPUP,$0.1671,--
3061,StarSharks (SSS),$2.15,"$2,828,826"
3062,ENTERBUTTON,$4.43,"$68,015,208"
3063,LeisureMeta,$0.4031,--
3064,Bridge Network,$0.2977,"$6,577,145"
3065,Galaxy Finance,$1.04,"$10,447,397"
3066,WadzPay Token,$0.0733,"$13,927,695"
3067,QUINT,$1.94,"$1,555,955,879"
3068,Ronin,$0.4293,"$63,679,239"
3069,MoonDAO,$0.01434,--
3070,Altered State Token,$0.2464,"$19,319,553"
3071,Meter Governance,$1.66,"$20,725,919"
3072,Brazilian Digital Token,$0.21,"$209,969,289"
3073,CatCoin,$0.0...05982,--
3074,Umee,$0.02848,--
3075,OBRok Token,$0.00000007361,"$475,417"
3076,DeVolution,$0.005039,"$732,978"
3077,Lucretius,$0.003412,"$325,333"
3078,FEG Token,$0.0...05819,"$24,194,734"
3079,TRXUP,$0.08383,--
3080,Iron Bank,$7.88,--
3081,Modex,$0.07919,"$11,602,448"
3082,Thinkium,$0.04998,"$24,990,566"
3083,Index Cooperative,$3.91,--
3084,Zenith Coin,$0.08543,"$2,030,334"
3085,StepG,$0.01221,"$13,435,919"
3086,TRVL,$0.08475,"$10,507,443"
3087,CryptoMines,$0.2429,"$878,089"
3088,Wonderful Memories,"$30,007.55",--
3089,Welups Blockchain,$0.0001309,"$5,900,442"
3090,Netvrk,$0.3569,"$14,909,556"
3091,e-Money EUR,$1.02,--
3092,STOA Network,$0.4897,--
3093,SymVerse,$0.007382,--
3094,MRHB DeFi,$0.01221,"$4,148,958"
3095,DEUS Finance,$161.95,--
3096,Doge Killer,$415.10,"$44,684,612"
3097,Based Finance,$0.1211,"$4,019"
3098,Cryowar,$0.05201,"$5,200,850"
3099,Lootex,$1.04,--
3100,Domain,$0.004145,--
3101,MicroStrategy tokenized stock FTX,$219.75,--
3102,Tokyo AU,$0.000000004114,"$3,576,176"
3103,VLaunch,$0.1792,--
3104,Chumbi Valley,$0.00124,--
3105,Tokemak,$3.57,"$19,204,865"
3106,VAIOT,$0.01391,--
3107,Dopex,$340.62,"$39,171,777"
3108,VidyX,$0.008592,--
3109,DarkCrypto,$0.1625,--
3110,SUPE,$2.94,"$2,944,257"
3111,Stronger,$13.09,--
3112,Hubble Protocol,$0.7772,"$8,522,518"
3113,ritestream,$0.007561,"$505,083"
3114,TAP FANTASY,$0.01262,--
3115,Pitbull,$0.0...08364,--
3116,Gold Rush Community,$187.02,"$140,262"
3117,DeFi Kingdoms Crystal,$0.5841,--
3118,Woozoo Music,$1.66,--
3119,XELS,$2.00,"$11,906,171"
3120,Hesman Shard,$0.05246,--
3121,Galaxy Fight Club,$0.1629,"$2,343,462"
3122,Pylon Eco Token,$0.6754,"$16,625,710"
3123,Alkimi,$0.1518,"$14,327,316"
3124,SPDR S&P 500 ETF tokenized stock FTX,$419.12,--
3125,Titan Hunters,$0.03671,--
3126,Ratscoin,$0.000000001953,--
3127,Guild of Guardians,$0.1638,"$5,485,871"
3128,Dark Frontiers,$0.1072,"$2,335,551"
3129,Fistbump,$3.01,--
3130,Duckie Land,$0.07525,"$300,993"
3131,BENQI Liquid Staked AVAX,$22.91,--
3132,Ctomorrow Platform,$0.02428,--
3133,Hawksight,$0.01136,"$1,136,181"
3134,Larix,$0.001637,--
3135,Astroport,$0.03726,"$4,098,280"
3136,C2X,$1.16,--
3137,Pollchain,$0.04777,"$13,054,420"
3138,DappRadar,$0.007392,--
3139,Sleep Future,$0.07209,"$555,112"
3140,Gas DAO,$0.000006147,"$1,226,301"
3141,Digital Financial Exchange,$0.3325,"$90,527,196"
3142,BiLira,$0.06102,"$14,590,647"
3143,Midas,$26.04,"$67,051,322"
3144,Reltime,$0.004125,--
3145,Nakamoto Games,$0.09437,"$2,972,565"
3146,Rens Token,$0.0008655,"$202,870"
3147,LUCA,$2.45,"$9,459,769"
3148,Berry,$0.002169,"$12,382,433"
3149,LEDGIS,$0.04347,--
3150,Lend Flare,$0.002602,--
